year,neighbourhood,type,count
2010,Central Business District,Theft of Bicycle,459
2010,Central Business District,Theft of Vehicle,108
2010,Central Business District,Vehicle Collision or Pedestrian Struck (with Injury),196
2010,Dunbar-Southlands,Break and Enter Commercial,12
2010,Dunbar-Southlands,Break and Enter Residential/Other,84
2010,Dunbar-Southlands,Mischief,65
2010,Dunbar-Southlands,Offence Against a Person,18
2010,Dunbar-Southlands,Other Theft,58
2010,Dunbar-Southlands,Theft from Vehicle,175
2010,Dunbar-Southlands,Theft of Bicycle,17
2010,Dunbar-Southlands,Theft of Vehicle,28
2010,Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),9
2010,Fairview,Break and Enter Commercial,181
2010,Fairview,Break and Enter Residential/Other,120
2010,Fairview,Mischief,188
2010,Fairview,Offence Against a Person,103
2010,Fairview,Other Theft,596
2010,Fairview,Theft from Vehicle,655
2010,Fairview,Theft of Bicycle,250
2010,Fairview,Theft of Vehicle,61
2010,Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),1
2010,Fairview,Vehicle Collision or Pedestrian Struck (with Injury),81
2010,Grandview-Woodland,Break and Enter Commercial,90
2010,Grandview-Woodland,Break and Enter Residential/Other,264
2010,Grandview-Woodland,Mischief,300
2010,Grandview-Woodland,Offence Against a Person,325
2010,Grandview-Woodland,Other Theft,346
2010,Grandview-Woodland,Theft from Vehicle,372
2010,Grandview-Woodland,Theft of Bicycle,84
2010,Grandview-Woodland,Theft of Vehicle,131
2010,Grandview-Woodland,Vehicle Collision or Pedestrian Struck (with Injury),86
2010,Hastings-Sunrise,Break and Enter Commercial,18
2010,Hastings-Sunrise,Break and Enter Residential/Other,216
2010,Hastings-Sunrise,Homicide,1
2010,Hastings-Sunrise,Mischief,189
2010,Hastings-Sunrise,Offence Against a Person,115
2010,Hastings-Sunrise,Other Theft,215
2010,Hastings-Sunrise,Theft from Vehicle,300
2010,Hastings-Sunrise,Theft of Bicycle,13
2010,Hastings-Sunrise,Theft of Vehicle,92
2010,Hastings-Sunrise,Vehicle Collision or Pedestrian Struck (with Fatality),2
2010,Hastings-Sunrise,Vehicle Collision or Pedestrian Struck (with Injury),92
2010,Kensington-Cedar Cottage,Break and Enter Commercial,44
2010,Kensington-Cedar Cottage,Break and Enter Residential/Other,239
2010,Kensington-Cedar Cottage,Homicide,4
2010,Kensington-Cedar Cottage,Mischief,267
2010,Kensington-Cedar Cottage,Offence Against a Person,179
2010,Kensington-Cedar Cottage,Other Theft,374
2010,Kensington-Cedar Cottage,Theft from Vehicle,518
2010,Kensington-Cedar Cottage,Theft of Bicycle,55
2010,Kensington-Cedar Cottage,Theft of Vehicle,102
2010,Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),104
2010,Kerrisdale,Break and Enter Commercial,18
2010,Kerrisdale,Break and Enter Residential/Other,102
2010,Kerrisdale,Mischief,64
2010,Kerrisdale,Offence Against a Person,16
2010,Kerrisdale,Other Theft,57
2010,Kerrisdale,Theft from Vehicle,122
2010,Kerrisdale,Theft of Bicycle,10
2010,Kerrisdale,Theft of Vehicle,31
2010,Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),20
2010,Killarney,Break and Enter Commercial,17
2010,Killarney,Break and Enter Residential/Other,124
2010,Killarney,Homicide,2
2010,Killarney,Mischief,91
2010,Killarney,Offence Against a Person,75
2010,Killarney,Other Theft,86
2010,Killarney,Theft from Vehicle,252
2010,Killarney,Theft of Bicycle,5
2010,Killarney,Theft of Vehicle,57
2010,Killarney,Vehicle Collision or Pedestrian Struck (with Fatality),1
2010,Killarney,Vehicle Collision or Pedestrian Struck (with Injury),29
2010,Kitsilano,Break and Enter Commercial,136
2010,Kitsilano,Break and Enter Residential/Other,162
2010,Kitsilano,Mischief,214
2010,Kitsilano,Offence Against a Person,75
2010,Kitsilano,Other Theft,387
2010,Kitsilano,Theft from Vehicle,461
2010,Kitsilano,Theft of Bicycle,140
2010,Kitsilano,Theft of Vehicle,98
2010,Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),73
2010,Marpole,Break and Enter Commercial,91
2010,Marpole,Break and Enter Residential/Other,138
2010,Marpole,Mischief,108
2010,Marpole,Offence Against a Person,86
2010,Marpole,Other Theft,111
2010,Marpole,Theft from Vehicle,197
2010,Marpole,Theft of Bicycle,7
2010,Marpole,Theft of Vehicle,70
2010,Marpole,Vehicle Collision or Pedestrian Struck (with Injury),61
2010,Mount Pleasant,Break and Enter Commercial,90
2010,Mount Pleasant,Break and Enter Residential/Other,202
2010,Mount Pleasant,Homicide,1
2010,Mount Pleasant,Mischief,259
2010,Mount Pleasant,Offence Against a Person,170
2010,Mount Pleasant,Other Theft,556
2010,Mount Pleasant,Theft from Vehicle,427
2010,Mount Pleasant,Theft of Bicycle,124
2010,Mount Pleasant,Theft of Vehicle,90
2010,Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),1
2010,Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),96
2010,Musqueam,Break and Enter Residential/Other,3
2010,Musqueam,Mischief,8
2010,Musqueam,Offence Against a Person,24
2010,Musqueam,Other Theft,2
2010,Musqueam,Theft from Vehicle,10
2010,Musqueam,Theft of Vehicle,1
2010,Musqueam,Vehicle Collision or Pedestrian Struck (with Injury),1
2010,Oakridge,Break and Enter Commercial,19
2010,Oakridge,Break and Enter Residential/Other,152
2010,Oakridge,Mischief,55
2010,Oakridge,Offence Against a Person,39
2010,Oakridge,Other Theft,230
2010,Oakridge,Theft from Vehicle,149
2010,Oakridge,Theft of Bicycle,19
2010,Oakridge,Theft of Vehicle,34
2010,Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),24
2010,Renfrew-Collingwood,Break and Enter Commercial,49
2010,Renfrew-Collingwood,Break and Enter Residential/Other,240
2010,Renfrew-Collingwood,Mischief,321
2010,Renfrew-Collingwood,Offence Against a Person,206
2010,Renfrew-Collingwood,Other Theft,481
2010,Renfrew-Collingwood,Theft from Vehicle,531
2010,Renfrew-Collingwood,Theft of Bicycle,26
2010,Renfrew-Collingwood,Theft of Vehicle,148
2010,Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),76
2010,Riley Park,Break and Enter Commercial,43
2010,Riley Park,Break and Enter Residential/Other,159
2010,Riley Park,Mischief,110
2010,Riley Park,Offence Against a Person,73
2010,Riley Park,Other Theft,115
2010,Riley Park,Theft from Vehicle,226
2010,Riley Park,Theft of Bicycle,52
2010,Riley Park,Theft of Vehicle,32
2010,Riley Park,Vehicle Collision or Pedestrian Struck (with Fatality),2
2010,Riley Park,Vehicle Collision or Pedestrian Struck (with Injury),39
2010,Shaughnessy,Break and Enter Commercial,11
2010,Shaughnessy,Break and Enter Residential/Other,77
2010,Shaughnessy,Mischief,32
2010,Shaughnessy,Offence Against a Person,16
2010,Shaughnessy,Other Theft,37
2010,Shaughnessy,Theft from Vehicle,78
2010,Shaughnessy,Theft of Bicycle,16
2010,Shaughnessy,Theft of Vehicle,16
2010,Shaughnessy,Vehicle Collision or Pedestrian Struck (with Fatality),1
2010,Shaughnessy,Vehicle Collision or Pedestrian Struck (with Injury),25
2010,South Cambie,Break and Enter Commercial,6
2010,South Cambie,Break and Enter Residential/Other,58
2010,South Cambie,Mischief,47
2010,South Cambie,Offence Against a Person,25
2010,South Cambie,Other Theft,106
2010,South Cambie,Theft from Vehicle,75
2010,South Cambie,Theft of Bicycle,22
2010,South Cambie,Theft of Vehicle,11
2010,South Cambie,Vehicle Collision or Pedestrian Struck (with Injury),16
2010,Stanley Park,Break and Enter Commercial,1
2010,Stanley Park,Break and Enter Residential/Other,2
2010,Stanley Park,Mischief,14
2010,Stanley Park,Offence Against a Person,16
2010,Stanley Park,Other Theft,33
2010,Stanley Park,Theft from Vehicle,151
2010,Stanley Park,Theft of Bicycle,9
2010,Stanley Park,Theft of Vehicle,2
2010,Stanley Park,Vehicle Collision or Pedestrian Struck (with Injury),11
2010,Strathcona,Break and Enter Commercial,84
2010,Strathcona,Break and Enter Residential/Other,128
2010,Strathcona,Mischief,330
2010,Strathcona,Offence Against a Person,469
2010,Strathcona,Other Theft,506
2010,Strathcona,Theft from Vehicle,407
2010,Strathcona,Theft of Bicycle,73
2010,Strathcona,Theft of Vehicle,70
2010,Strathcona,Vehicle Collision or Pedestrian Struck (with Fatality),2
2010,Strathcona,Vehicle Collision or Pedestrian Struck (with Injury),63
2010,Sunset,Break and Enter Commercial,68
2010,Sunset,Break and Enter Residential/Other,135
2010,Sunset,Mischief,212
2010,Sunset,Offence Against a Person,166
2010,Sunset,Other Theft,306
2010,Sunset,Theft from Vehicle,304
2010,Sunset,Theft of Bicycle,24
2010,Sunset,Theft of Vehicle,92
2010,Sunset,Vehicle Collision or Pedestrian Struck (with Injury),72
2010,Victoria-Fraserview,Break and Enter Commercial,15
2010,Victoria-Fraserview,Break and Enter Residential/Other,155
2010,Victoria-Fraserview,Homicide,1
2010,Victoria-Fraserview,Mischief,107
2010,Victoria-Fraserview,Offence Against a Person,82
2010,Victoria-Fraserview,Other Theft,84
2010,Victoria-Fraserview,Theft from Vehicle,188
2010,Victoria-Fraserview,Theft of Bicycle,8
2010,Victoria-Fraserview,Theft of Vehicle,60
2010,Victoria-Fraserview,Vehicle Collision or Pedestrian Struck (with Injury),52
2010,West End,Break and Enter Commercial,148
2010,West End,Break and Enter Residential/Other,161
2010,West End,Mischief,342
2010,West End,Offence Against a Person,379
2010,West End,Other Theft,992
2010,West End,Theft from Vehicle,772
2010,West End,Theft of Bicycle,228
2010,West End,Theft of Vehicle,101
2010,West End,Vehicle Collision or Pedestrian Struck (with Injury),71
2010,West Point Grey,Break and Enter Commercial,21
2010,West Point Grey,Break and Enter Residential/Other,53
2010,West Point Grey,Mischief,62
2010,West Point Grey,Offence Against a Person,30
2010,West Point Grey,Other Theft,94
2010,West Point Grey,Theft from Vehicle,121
2010,West Point Grey,Theft of Bicycle,19
2010,West Point Grey,Theft of Vehicle,14
2010,West Point Grey,Vehicle Collision or Pedestrian Struck (with Injury),15
2011,Arbutus Ridge,Break and Enter Commercial,10
2011,Arbutus Ridge,Break and Enter Residential/Other,108
2011,Arbutus Ridge,Mischief,44
2011,Arbutus Ridge,Offence Against a Person,11
2011,Arbutus Ridge,Other Theft,58
2011,Arbutus Ridge,Theft from Vehicle,94
2011,Arbutus Ridge,Theft of Bicycle,7
2011,Arbutus Ridge,Theft of Vehicle,9
2011,Arbutus Ridge,Vehicle Collision or Pedestrian Struck (with Injury),14
2011,Central Business District,Break and Enter Commercial,587
2011,Central Business District,Break and Enter Residential/Other,144
2011,Central Business District,Homicide,5
2011,Central Business District,Mischief,1380
2011,Central Business District,Offence Against a Person,1165
2011,Central Business District,Other Theft,3406
2011,Central Business District,Theft from Vehicle,1679
2011,Central Business District,Theft of Bicycle,385
2011,Central Business District,Theft of Vehicle,103
2011,Central Business District,Vehicle Collision or Pedestrian Struck (with Fatality),1
2011,Central Business District,Vehicle Collision or Pedestrian Struck (with Injury),213
2011,Dunbar-Southlands,Break and Enter Commercial,12
2011,Dunbar-Southlands,Break and Enter Residential/Other,99
2011,Dunbar-Southlands,Mischief,76
2011,Dunbar-Southlands,Offence Against a Person,13
2011,Dunbar-Southlands,Other Theft,59
2011,Dunbar-Southlands,Theft from Vehicle,254
2011,Dunbar-Southlands,Theft of Bicycle,14
2011,Dunbar-Southlands,Theft of Vehicle,18
2011,Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),11
2011,Fairview,Break and Enter Commercial,163
2011,Fairview,Break and Enter Residential/Other,110
2011,Fairview,Mischief,184
2011,Fairview,Offence Against a Person,87
2011,Fairview,Other Theft,617
2011,Fairview,Theft from Vehicle,508
2011,Fairview,Theft of Bicycle,195
2011,Fairview,Theft of Vehicle,46
2011,Fairview,Vehicle Collision or Pedestrian Struck (with Injury),58
2011,Grandview-Woodland,Break and Enter Commercial,101
2011,Grandview-Woodland,Break and Enter Residential/Other,217
2011,Grandview-Woodland,Homicide,1
2011,Grandview-Woodland,Mischief,301
2011,Grandview-Woodland,Offence Against a Person,329
2011,Grandview-Woodland,Other Theft,415
2011,Grandview-Woodland,Theft from Vehicle,306
2011,Grandview-Woodland,Theft of Bicycle,88
2011,Grandview-Woodland,Theft of Vehicle,94
2011,Grandview-Woodland,Vehicle Collision or Pedestrian Struck (with Injury),85
2011,Hastings-Sunrise,Break and Enter Commercial,40
2011,Hastings-Sunrise,Break and Enter Residential/Other,221
2011,Hastings-Sunrise,Mischief,181
2011,Hastings-Sunrise,Offence Against a Person,116
2011,Hastings-Sunrise,Other Theft,262
2011,Hastings-Sunrise,Theft from Vehicle,300
2011,Hastings-Sunrise,Theft of Bicycle,18
2011,Hastings-Sunrise,Theft of Vehicle,94
2011,Hastings-Sunrise,Vehicle Collision or Pedestrian Struck (with Fatality),1
2011,Hastings-Sunrise,Vehicle Collision or Pedestrian Struck (with Injury),80
2011,Kensington-Cedar Cottage,Break and Enter Commercial,56
2011,Kensington-Cedar Cottage,Break and Enter Residential/Other,236
2011,Kensington-Cedar Cottage,Mischief,254
2011,Kensington-Cedar Cottage,Offence Against a Person,183
2011,Kensington-Cedar Cottage,Other Theft,359
2011,Kensington-Cedar Cottage,Theft from Vehicle,391
2011,Kensington-Cedar Cottage,Theft of Bicycle,44
2011,Kensington-Cedar Cottage,Theft of Vehicle,69
2011,Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),75
2011,Kerrisdale,Break and Enter Commercial,11
2011,Kerrisdale,Break and Enter Residential/Other,96
2011,Kerrisdale,Mischief,72
2011,Kerrisdale,Offence Against a Person,15
2011,Kerrisdale,Other Theft,49
2011,Kerrisdale,Theft from Vehicle,177
2011,Kerrisdale,Theft of Bicycle,7
2011,Kerrisdale,Theft of Vehicle,22
2011,Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),32
2011,Killarney,Break and Enter Commercial,7
2011,Killarney,Break and Enter Residential/Other,187
2011,Killarney,Homicide,1
2011,Killarney,Mischief,101
2011,Killarney,Offence Against a Person,64
2011,Killarney,Other Theft,73
2011,Killarney,Theft from Vehicle,145
2011,Killarney,Theft of Bicycle,7
2011,Killarney,Theft of Vehicle,38
2011,Killarney,Vehicle Collision or Pedestrian Struck (with Fatality),1
2011,Killarney,Vehicle Collision or Pedestrian Struck (with Injury),33
2011,Kitsilano,Break and Enter Commercial,104
2011,Kitsilano,Break and Enter Residential/Other,156
2011,Kitsilano,Mischief,262
2011,Kitsilano,Offence Against a Person,80
2011,Kitsilano,Other Theft,375
2011,Kitsilano,Theft from Vehicle,396
2011,Kitsilano,Theft of Bicycle,171
2011,Kitsilano,Theft of Vehicle,54
2011,Kitsilano,Vehicle Collision or Pedestrian Struck (with Fatality),1
2011,Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),54
2011,Marpole,Break and Enter Commercial,56
2011,Marpole,Break and Enter Residential/Other,142
2011,Marpole,Mischief,101
2011,Marpole,Offence Against a Person,80
2011,Marpole,Other Theft,113
2011,Marpole,Theft from Vehicle,171
2011,Marpole,Theft of Bicycle,7
2011,Marpole,Theft of Vehicle,57
2011,Marpole,Vehicle Collision or Pedestrian Struck (with Injury),46
2011,Mount Pleasant,Break and Enter Commercial,227
2011,Mount Pleasant,Break and Enter Residential/Other,191
2011,Mount Pleasant,Homicide,2
2011,Mount Pleasant,Mischief,255
2011,Mount Pleasant,Offence Against a Person,179
2011,Mount Pleasant,Other Theft,588
2011,Mount Pleasant,Theft from Vehicle,428
2011,Mount Pleasant,Theft of Bicycle,179
2011,Mount Pleasant,Theft of Vehicle,73
2011,Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),94
2011,Musqueam,Break and Enter Residential/Other,3
2011,Musqueam,Mischief,9
2011,Musqueam,Offence Against a Person,14
2011,Musqueam,Other Theft,3
2011,Musqueam,Theft from Vehicle,7
2011,Musqueam,Theft of Vehicle,1
2011,Musqueam,Vehicle Collision or Pedestrian Struck (with Fatality),1
2011,Musqueam,Vehicle Collision or Pedestrian Struck (with Injury),2
2011,Oakridge,Break and Enter Commercial,21
2011,Oakridge,Break and Enter Residential/Other,144
2011,Oakridge,Mischief,51
2011,Oakridge,Offence Against a Person,36
2011,Oakridge,Other Theft,239
2011,Oakridge,Theft from Vehicle,123
2011,Oakridge,Theft of Bicycle,15
2011,Oakridge,Theft of Vehicle,25
2011,Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),23
2011,Renfrew-Collingwood,Break and Enter Commercial,36
2011,Renfrew-Collingwood,Break and Enter Residential/Other,289
2011,Renfrew-Collingwood,Mischief,245
2011,Renfrew-Collingwood,Offence Against a Person,239
2011,Renfrew-Collingwood,Other Theft,555
2011,Renfrew-Collingwood,Theft from Vehicle,368
2011,Renfrew-Collingwood,Theft of Bicycle,13
2011,Renfrew-Collingwood,Theft of Vehicle,79
2011,Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2
2011,Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),73
2011,Riley Park,Break and Enter Commercial,46
2011,Riley Park,Break and Enter Residential/Other,149
2011,Riley Park,Homicide,1
2011,Riley Park,Mischief,129
2011,Riley Park,Offence Against a Person,44
2011,Riley Park,Other Theft,163
2011,Riley Park,Theft from Vehicle,208
2011,Riley Park,Theft of Bicycle,40
2011,Riley Park,Theft of Vehicle,33
2011,Riley Park,Vehicle Collision or Pedestrian Struck (with Injury),41
2011,Shaughnessy,Break and Enter Commercial,6
2011,Shaughnessy,Break and Enter Residential/Other,112
2011,Shaughnessy,Mischief,49
2011,Shaughnessy,Offence Against a Person,19
2011,Shaughnessy,Other Theft,41
2011,Shaughnessy,Theft from Vehicle,133
2011,Shaughnessy,Theft of Bicycle,8
2011,Shaughnessy,Theft of Vehicle,10
2011,Shaughnessy,Vehicle Collision or Pedestrian Struck (with Fatality),1
2011,Shaughnessy,Vehicle Collision or Pedestrian Struck (with Injury),29
2011,South Cambie,Break and Enter Commercial,12
2011,South Cambie,Break and Enter Residential/Other,48
2011,South Cambie,Mischief,41
2011,South Cambie,Offence Against a Person,18
2011,South Cambie,Other Theft,120
